131.044 32.928 1.050
131.037 32.933 3.294
131.030 32.938 5.756
131.023 32.943 8.170
131.017 32.947 10.085
131.012 32.951 12.000
131.006 32.955 13.915
131.000 32.959 15.830
130.994 32.963 17.745
130.987 32.967 19.660
130.981 32.971 21.576
130.975 32.975 23.491
131.025 32.915 1.050
131.019 32.920 3.294
131.012 32.925 5.756
131.005 32.930 8.170
130.999 32.934 10.085
130.993 32.938 12.000
130.987 32.942 13.915
130.981 32.947 15.830
130.974 32.951 17.745
130.968 32.956 19.660
130.961 32.960 21.576
130.955 32.965 23.491
131.007 32.902 1.050
131.000 32.907 3.294
130.993 32.912 5.756
130.986 32.917 8.170
130.980 32.921 10.085
130.974 32.925 12.000
130.968 32.930 13.915
130.962 32.935 15.830
130.955 32.940 17.745
130.948 32.944 19.660
130.942 32.949 21.576
130.935 32.954 23.491
130.989 32.888 1.050
130.982 32.893 3.294
130.975 32.899 5.756
130.967 32.904 8.170
130.961 32.909 10.085
130.955 32.913 12.000
130.949 32.918 13.915
130.942 32.923 15.830
130.936 32.928 17.745
130.929 32.933 19.660
130.922 32.938 21.576
130.915 32.943 23.491
130.973 32.872 1.050
130.965 32.878 3.294
130.957 32.885 5.756
130.949 32.891 8.170
130.942 32.896 10.085
130.936 32.901 12.000
130.929 32.906 13.915
130.923 32.911 15.830
130.916 32.916 17.745
130.909 32.921 19.660
130.903 32.926 21.576
130.896 32.931 23.491
130.955 32.858 1.050
130.947 32.865 3.294
130.939 32.872 5.756
130.930 32.878 8.170
130.923 32.884 10.085
130.917 32.889 12.000
130.910 32.894 13.915
130.903 32.900 15.830
130.897 32.905 17.745
130.890 32.910 19.660
130.883 32.915 21.576
130.876 32.920 23.491
130.936 32.846 1.050
130.928 32.853 3.294
130.919 32.860 5.756
130.911 32.867 8.170
130.904 32.872 10.085
130.897 32.878 12.000
130.890 32.883 13.915
130.884 32.888 15.830
130.877 32.893 17.745
130.871 32.898 19.660
130.864 32.903 21.576
130.857 32.908 23.491
130.916 32.835 1.050
130.908 32.842 3.294
130.899 32.849 5.756
130.891 32.856 8.170
130.884 32.862 10.085
130.877 32.868 12.000
130.870 32.872 13.915
130.864 32.877 15.830
130.858 32.881 17.745
130.852 32.886 19.660
130.846 32.890 21.576
130.839 32.894 23.491
130.895 32.825 1.050
130.888 32.832 3.294
130.879 32.839 5.756
130.870 32.846 8.170
130.863 32.852 10.085
130.856 32.858 12.000
130.850 32.862 13.915
130.845 32.866 15.830
130.839 32.869 17.745
130.834 32.873 19.660
130.828 32.876 21.576
130.822 32.879 23.491
130.875 32.814 1.050
130.868 32.821 3.294
130.860 32.828 5.756
130.851 32.834 8.170
130.845 32.840 10.085
130.838 32.845 12.000
130.832 32.849 13.915
130.827 32.852 15.830
130.821 32.856 17.745
130.816 32.859 19.660
130.810 32.862 21.576
130.805 32.865 23.491
130.856 32.803 1.050
130.849 32.808 3.294
130.841 32.814 5.756
130.834 32.820 8.170
130.828 32.825 10.085
130.822 32.829 12.000
130.816 32.833 13.915
130.811 32.837 15.830
130.805 32.840 17.745
130.800 32.844 19.660
130.794 32.847 21.576
130.789 32.850 23.491
130.838 32.789 1.050
130.831 32.794 3.294
130.824 32.799 5.756
130.818 32.804 8.170
130.812 32.808 10.085
130.807 32.812 12.000
130.801 32.816 13.915
130.796 32.820 15.830
130.790 32.823 17.745
130.784 32.827 19.660
130.779 32.830 21.576
130.773 32.834 23.491
130.820 32.775 1.050
130.815 32.779 3.294
130.808 32.783 5.756
130.802 32.788 8.170
130.797 32.791 10.085
130.792 32.795 12.000
130.787 32.798 13.915
130.781 32.802 15.830
130.776 32.806 17.745
130.770 32.810 19.660
130.764 32.813 21.576
130.759 32.817 23.491
130.805 32.758 1.050
130.800 32.762 3.294
130.794 32.766 5.756
130.788 32.770 8.170
130.783 32.773 10.085
130.778 32.777 12.000
